loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], gyroADC[0], gyroADC[1], gyroADC[2], gyroUnfilt[0], gyroUnfilt[1], gyroUnfilt[2], debug[0], debug[1], debug[2], debug[3], debug[4], debug[5], debug[6], debug[7], motor[0], motor[1], motor[2], motor[3], eRPM[0], eRPM[1], eRPM[2], eRPM[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
28875, 30820574, -19, -10,   3,  14,  19, -13,  -3,   0,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  12,   6,  11,  19,  15,  19,  19,  15,   0,   0,   0,   0,   0,   0, 776, 704, 706, 711, 1115, 971, 1079, 1103, ANGLE_MODE, 0, IDLE, 1, 1
28876, 30821819, -20, -10,   3,  13,  18, -13,  -6,   0,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  13,   6,  11,   1, -17,   8,   1, -17,   0,   0,   0,   0,   0,   0, 784, 712, 698, 703, 1119, 971, 1087, 1091, ANGLE_MODE, 0, IDLE, 1, 1
28877, 30823062, -20,  -9,   3,  13,  18, -13,  -7,   2,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  13,   5,  11,  24,  17,   7,  24,  17,   0,   0,   0,   0,   0,   0, 791, 710, 700, 695, 1115, 987, 1083, 1083, ANGLE_MODE, 0, IDLE, 1, 1
28878, 30824305, -22,  -9,   2,  13,  18, -13,  -8,   2,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  14,   5,  12,  15,  20,  17,  15,  20,   0,   0,   0,   0,   0,   0, 797, 715, 695, 691, 1107, 993, 1071, 1095, ANGLE_MODE, 0, IDLE, 1, 1
28879, 30825555, -22,  -9,   2,  12,  18, -12,  -7,   2,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  14,   5,  11,   3, -23,  13,   3, -23,   0,   0,   0,   0,   0,   0, 794, 716, 694, 693, 1103, 1000, 1064, 1099, ANGLE_MODE, 0, IDLE, 1, 1
28880, 30826790, -23,  -8,   2,  12,  18, -12,  -7,   3,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  14,   5,  12,  27,  13,   5,  27,  13,   0,   0,   0,   0,   0,   0, 801, 714, 696, 686, 1103, 984, 1075, 1095, ANGLE_MODE, 0, IDLE, 1, 1
28881, 30828036, -24,  -8,   2,  12,  18, -12,  -8,   4,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  15,   5,  12,  20,  26,  15,  20,  26,   0,   0,   0,   0,   0,   0, 807, 717, 693, 681, 1119, 997, 1060, 1083, ANGLE_MODE, 0, IDLE, 1, 1
28882, 30829279, -24,  -7,   2,  11,  18, -12,  -8,   6,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  15,   4,  11,  -8, -26,  15,  -8, -26,   0,   0,   0,   0,   0,   0, 816, 714, 696, 672, 1115, 1000, 1064, 1083, ANGLE_MODE, 0, IDLE, 1, 1
28883, 30830523, -24,  -6,   2,  11,  18, -12,  -4,   8,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  15,   3,  12,  32,   1,   7,  32,   1,   0,   0,   0,   0,   0,   0, 813, 702, 709, 674, 1115, 1003, 1060, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28884, 30831766, -24,  -4,   2,  10,  17, -12,  -2,  11,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  15,   2,  12,  25,  33,  10,  25,  33,   0,   0,   0,   0,   0,   0, 818, 688, 723, 669, 1107, 1000, 1064, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28885, 30833011, -24,  -4,   2,  10,  17, -12,  -1,  10,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  15,   2,  11, -13, -21,  15, -13, -21,   0,   0,   0,   0,   0,   0, 814, 689, 723, 672, 1119, 1010, 1064, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28886, 30834253, -23,  -3,   2,  10,  17, -12,   2,   8,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  14,   2,  11,  25, -12,  11,  25, -12,   0,   0,   0,   0,   0,   0, 804, 687, 726, 681, 1124, 1007, 1068, 1091, ANGLE_MODE, 0, IDLE, 1, 1
28887, 30835496, -22,  -3,   3,   9,  17, -12,   5,   7,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  14,   2,  11,  31,  34,   5,  31,  34,   0,   0,   0,   0,   0,   0, 796, 681, 734, 687, 1115, 1003, 1064, 1068, ANGLE_MODE, 0, IDLE, 1, 1
28888, 30836740, -19,  -1,   3,   9,  17, -12,  12,   9,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  12,   1,  10, -19, -14,  12, -19, -14,   0,   0,   0,   0,   0,   0, 784, 660, 758, 697, 1115, 1014, 1068, 1075, ANGLE_MODE, 0, IDLE, 1, 1
28889, 30837983, -18,  -1,   4,   9,  17, -11,  14,   9,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,  11,   1,  10,  15, -21,  12,  15, -21,   0,   0,   0,   0,   0,   0, 777, 652, 768, 701, 1124, 1010, 1056, 1068, ANGLE_MODE, 0, IDLE, 1, 1
28890, 30839227, -15,   0,   5,   8,  17, -11,  19,   9,   0,   0,   0,   1,   1,  50, 1300,   0,   0,  13, 300,   9,   0,   9,  31,  27,   6,  31,  27,   0,   0,   0,   0,   0,   0, 762, 638, 787, 712, 1124, 1000, 1071, 1075, ANGLE_MODE, 0, IDLE, 1, 1
28891, 30840471, -13,   1,   5,   8,  17, -11,  21,   9,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   8,   0,   9, -19,  -1,   6, -19,  -1,   0,   0,   0,   0,   0,   0, 756, 633, 795, 715, 1128, 1000, 1064, 1075, ANGLE_MODE, 0, IDLE, 1, 1
28968, 30841093, -12,   1,   6,   8,  17, -11,  21,   8,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   7,  -1,   9, -25, -24,   9, -25, -24,   0,   0,   0,   0,   0,   0, 752, 632, 798, 717, 1124, 1000, 1064, 1087, ANGLE_MODE, 0, IDLE, 1, 1
28969, 30842338,  -9,   2,   6,   8,  17, -10,  23,   7,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   6,  -1,   9,  29,  -6,  16,  29,  -6,   0,   0,   0,   0,   0,   0, 742, 624, 807, 725, 1124, 1010, 1071, 1075, ANGLE_MODE, 0, IDLE, 1, 1
28970, 30843580,  -7,   1,   6,   8,  17, -10,  22,   3,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   5,   0,   9,  12,  22,   5,  12,  22,   0,   0,   0,   0,   0,   0, 730, 633, 799, 737, 1132, 1000, 1064, 1064, ANGLE_MODE, 0, IDLE, 1, 1
28971, 30844824,  -5,   3,   5,   8,  17, -10,  22,   6,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   3,  -2,  10, -31, -15,   6, -31, -15,   0,   0,   0,   0,   0,   0, 737, 620, 812, 729, 1119, 993, 1075, 1083, ANGLE_MODE, 0, IDLE, 1, 1
28972, 30846068,  -2,   3,   5,   8,  17, -10,  23,   7,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   1,  -2,  10,  17, -11,  20,  17, -11,   0,   0,   0,   0,   0,   0, 731, 610, 820, 738, 1124, 997, 1071, 1071, ANGLE_MODE, 0, IDLE, 1, 1
28973, 30847310,   0,   3,   4,   8,  17, -10,  24,   2,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   0,  -1,  10,  11,  13,   8,  11,  13,   0,   0,   0,   0,   0,   0, 718, 613, 816, 751, 1115, 1003, 1075, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28974, 30848554,   2,   4,   4,   8,  18, -10,  24,   5,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -1,  -2,  11, -29,  -5,   3, -29,  -5,   0,   0,   0,   0,   0,   0, 720, 600, 827, 751, 1103, 997, 1079, 1087, ANGLE_MODE, 0, IDLE, 1, 1
28975, 30849798,   3,   3,   3,   8,  18,  -9,  19,   3,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -2,  11,   6, -14,  20,   6, -14,   0,   0,   0,   0,   0,   0, 726, 613, 813, 746, 1115, 990, 1079, 1068, ANGLE_MODE, 0, IDLE, 1, 1
28976, 30851042,   4,   6,   3,   8,  18,  -9,  13,   7,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -3,  12,  15,   1,  17,  15,   1,   0,   0,   0,   0,   0,   0, 749, 608, 817, 726, 1111, 990, 1091, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28977, 30852289,   5,   7,   2,   8,  18,  -9,  12,  13,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -3,  -4,  12, -25,   0,   1, -25,   0,   0,   0,   0,   0,   0,   0, 763, 591, 829, 715, 1111, 1003, 1079, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28978, 30853528,   4,   8,   1,   8,  18,  -9,   8,  12,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -3,  -5,  13,   1, -10,  18,   1, -10,   0,   0,   0,   0,   0,   0, 774, 599, 819, 707, 1115, 1000, 1091, 1083, ANGLE_MODE, 0, IDLE, 1, 1
28979, 30854771,   5,  10,   0,   8,  18,  -9,   4,  12,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -3,  -5,  13,  13,  -9,  25,  13,  -9,   0,   0,   0,   0,   0,   0, 786, 600, 814, 698, 1103, 980, 1095, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28980, 30856015,   3,  10,  -1,   8,  18,  -9,   0,  10,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -6,  14, -16,  -4,   1, -16,  -4,   0,   0,   0,   0,   0,   0, 794, 611, 800, 694, 1115, 1000, 1083, 1068, ANGLE_MODE, 0, IDLE, 1, 1
28981, 30857258,   3,  10,  -1,   8,  18,  -9,  -3,   7,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -6,  14,  -4,  -1,  12,  -4,  -1,   0,   0,   0,   0,   0,   0, 795, 621, 787, 695, 1099, 990, 1103, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28982, 30858502,   4,  10,  -2,   8,  19, -10,   0,   4,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -6,  14,  13, -11,  30,  13, -11,   0,   0,   0,   0,   0,   0, 786, 619, 788, 705, 1111, 990, 1115, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28983, 30859746,   4,  11,  -2,   8,  19, -10,   0,   4,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -6,  14, -15, -12,   4, -15, -12,   0,   0,   0,   0,   0,   0, 787, 618, 788, 705, 1115, 987, 1111, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28984, 30860990,   3,  11,  -2,   8,  19, -10,  -2,   4,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -6,  15,   1,   4,   7,   1,   4,   0,   0,   0,   0,   0,   0, 794, 623, 782, 700, 1107, 987, 1091, 1079, ANGLE_MODE, 0, IDLE, 1, 1
28985, 30862233,   2,  12,  -2,   8,  19, -10,  -4,   6,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -1,  -7,  15,   7,  -9,  29,   7,  -9,   0,   0,   0,   0,   0,   0, 807, 618, 785, 688, 1119, 980, 1095, 1083, ANGLE_MODE, 0, IDLE, 1, 1
28986, 30863476,   2,  13,  -3,   8,  19, -10,  -4,   7,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -1,  -7,  15, -14, -20,   9, -14, -20,   0,   0,   0,   0,   0,   0, 809, 615, 787, 688, 1103, 980, 1103, 1075, ANGLE_MODE, 0, IDLE, 1, 1
28987, 30864719,   3,  13,  -2,   8,  19, -10,   1,   6,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -8,  14,   3,   0,   5,   3,   0,   0,   0,   0,   0,   0,   0, 798, 605, 797, 698, 1099, 984, 1103, 1060, ANGLE_MODE, 0, IDLE, 1, 1
28988, 30865963,   3,  14,  -2,   8,  20, -10,   2,   8,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -8,  14,   6,   0,  24,   6,   0,   0,   0,   0,   0,   0,   0, 801, 598, 805, 695, 1115, 977, 1119, 1068, ANGLE_MODE, 0, IDLE, 1, 1
28989, 30867206,   3,  14,  -2,   8,  20, -10,   1,   6,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -2,  -8,  13, -14, -22,  11, -14, -22,   0,   0,   0,   0,   0,   0, 799, 601, 803, 694, 1103, 977, 1107, 1068, ANGLE_MODE, 0, IDLE, 1, 1
28990, 30868455,   1,  14,  -1,   8,  20, -10,  -5,   4,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -1,  -8,  13,   4,  -8,   6,   4,  -8,   0,   0,   0,   0,   0,   0, 809, 621, 785, 684, 1115, 962, 1099, 1064, ANGLE_MODE, 0, IDLE, 1, 1
28991, 30869695,   1,  14,  -1,   8,  20, -10,  -6,   1,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,  -1,  -8,  12,  13,   6,  19,  13,   6,   0,   0,   0,   0,   0,   0, 805, 630, 779, 685, 1124, 974, 1103, 1060, ANGLE_MODE, 0, IDLE, 1, 1
28992, 30870937,  -1,  15,   0,   8,  21, -10,  -9,   2,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   1,  -8,  13, -17, -18,  14, -17, -18,   0,   0,   0,   0,   0,   0, 819, 637, 772, 671, 1128, 980, 1115, 1060, ANGLE_MODE, 0, IDLE, 1, 1
28993, 30872189,  -1,  14,   0,   8,  21, -10, -10,   1,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   1,  -8,  13,   3, -15,   7,   3, -15,   0,   0,   0,   0,   0,   0, 818, 641, 768, 671, 1128, 980, 1115, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29070, 30872804,  -2,  14,   0,   8,  21, -10,  -9,   1,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   1,  -8,  12,  18,  -3,  15,  18,  -3,   0,   0,   0,   0,   0,   0, 816, 641, 769, 672, 1128, 984, 1111, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29071, 30874048,  -2,  14,   0,   8,  21, -10,  -6,   1,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   1,  -8,  13,   4,   3,  14,   4,   3,   0,   0,   0,   0,   0,   0, 811, 635, 775, 676, 1128, 980, 1115, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29072, 30875290,  -2,  13,   0,   8,  21, -10,  -3,  -4,   0,   0,   0,   1,   1,  49, 1300,   0,   0,  13, 300,   1,  -7,  12, -19, -17,   4, -19, -17,   0,   0,   0,   0,   0,   0, 793, 641, 770, 691, 1132, 984, 1115, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29073, 30876534,  -3,  13,   1,   8,  22, -10,  -6,  -3,   0,   0,   0,   1,   1,  49, 1299,   0,   0,  13, 299,   2,  -8,  12,  20, -13,  17,  20, -13,   0,   0,   0,   0,   0,   0, 800, 646, 765, 681, 1136, 980, 1119, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29074, 30877777,  -2,  12,   1,   8,  22, -10,  -2,  -5,   0,   0,   0,   1,   1,  49, 1299,   0,   0,  13, 299,   1,  -7,  11,   7,   8,  14,   7,   8,   0,   0,   0,   0,   0,   0, 785, 642, 770, 692, 1128, 977, 1119, 1060, ANGLE_MODE, 0, IDLE, 1, 1
29075, 30879028,  -5,  11,   2,   8,  22, -10,  -8,  -9,   0,   0,   0,   1,   1,  49, 1299,   0,   0,  13, 298,   3,  -6,  11, -14,  -8,  -1, -14,  -8,   0,   0,   0,   0,   0,   0, 790, 670, 743, 683, 1132, 968, 1111, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29076, 30880264,  -4,  11,   2,   8,  22, -10,  -8,  -7,   0,   0,   0,   1,   1,  49, 1299,   0,   0,  13, 298,   3,  -6,  11,  12, -17,  19,  12, -17,   0,   0,   0,   0,   0,   0, 792, 667, 748, 679, 1119, 962, 1128, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29077, 30881507,  -6,   9,   3,   8,  22, -10,  -7,  -9,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   4,  -5,  10,  12,   6,  17,  12,   6,   0,   0,   0,   0,   0,   0, 784, 674, 742, 684, 1124, 971, 1115, 1053, ANGLE_MODE, 0, IDLE, 1, 1
29078, 30882752,  -5,   8,   3,   8,  22, -10,  -6, -10,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   3,  -5,  11,  -8,   6,  -4,  -8,   6,   0,   0,   0,   0,   0,   0, 778, 676, 740, 688, 1119, 974, 1103, 1053, ANGLE_MODE, 0, IDLE, 1, 1
29079, 30883994,  -6,   5,   3,   8,  23,  -9,  -3, -15,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   4,  -3,  11,   6, -15,  16,   6, -15,   0,   0,   0,   0,   0,   0, 758, 686, 730, 708, 1115, 980, 1103, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29080, 30885237,  -6,   4,   3,   8,  23,  -9,  -4, -17,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   4,  -2,  11,   4,   0,  22,   4,   0,   0,   0,   0,   0,   0,   0, 754, 692, 724, 712, 1107, 980, 1091, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29081, 30886481,  -3,   1,   3,   8,  23,  -9,   5, -21,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   2,   0,  10,   3,  19,  -6,   3,  19,   0,   0,   0,   0,   0,   0, 718, 686, 730, 747, 1128, 980, 1111, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29082, 30887725,  -4,  -2,   3,   8,  23,  -9,   5, -24,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   2,   1,  11,   1,  -8,  11,   1,  -8,   0,   0,   0,   0,   0,   0, 708, 698, 720, 755, 1128, 977, 1103, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29083, 30888968,  -2,  -4,   3,   8,  23,  -9,   8, -25,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   1,   3,  10,  -6,  -5,  26,  -6,  -5,   0,   0,   0,   0,   0,   0, 693, 695, 724, 769, 1128, 974, 1115, 1056, ANGLE_MODE, 0, IDLE, 1, 1
29084, 30890212,  -2,  -6,   3,   8,  22,  -9,   7, -25,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   1,   4,  10,   9,  23,  -2,   9,  23,   0,   0,   0,   0,   0,   0, 690, 700, 720, 771, 1119, 987, 1091, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29085, 30891457,   1,  -7,   3,   8,  22,  -9,  12, -19,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   0,   4,  10,   0,   1,   3,   0,   1,   0,   0,   0,   0,   0,   0, 684, 681, 740, 776, 1132, 977, 1103, 1049, ANGLE_MODE, 0, IDLE, 1, 1
29086, 30892699,  -1,  -9,   4,   8,  22,  -8,   8, -18,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,   0,   5,  10, -11,  -8,  26, -11,  -8,   0,   0,   0,   0,   0,   0, 693, 693, 729, 767, 1115, 984, 1103, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29087, 30893939,   2, -10,   4,   8,  22,  -8,   8, -15,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,  -1,   6,  10,   2,  21,   5,   2,  21,   0,   0,   0,   0,   0,   0, 692, 685, 739, 766, 1111, 984, 1099, 1060, ANGLE_MODE, 0, IDLE, 1, 1
29088, 30895185,   2, -11,   4,   8,  22,  -8,  10, -12,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,  -1,   6,  10,  11,   9,  -1,  11,   9,   0,   0,   0,   0,   0,   0, 690, 676, 747, 768, 1115, 984, 1091, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29089, 30896427,   3, -11,   3,   8,  22,  -8,   8,  -9,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,  -2,   6,  10, -20,  -8,  23, -20,  -8,   0,   0,   0,   0,   0,   0, 697, 673, 751, 762, 1107, 990, 1107, 1056, ANGLE_MODE, 0, IDLE, 1, 1
29090, 30897671,   3, -12,   3,   8,  22,  -8,   6,  -8,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,  -1,   7,  11,   0,  15,  13,   0,  15,   0,   0,   0,   0,   0,   0, 703, 676, 747, 756, 1103, 990, 1095, 1075, ANGLE_MODE, 0, IDLE, 1, 1
29091, 30898923,   4, -11,   3,   8,  21,  -8,   5,  -3,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,  -2,   6,  10,  14,   9,  -1,  14,   9,   0,   0,   0,   0,   0,   0, 711, 667, 757, 746, 1107, 990, 1099, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29092, 30900160,   5, -10,   3,   8,  21,  -8,   8,   2,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,  -3,   6,  11, -18,  -6,  17, -18,  -6,   0,   0,   0,   0,   0,   0, 715, 650, 774, 743, 1103, 984, 1099, 1083, ANGLE_MODE, 0, IDLE, 1, 1
29093, 30901405,   5,  -9,   3,   8,  21,  -7,   4,   4,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,  -3,   6,  11, -10,  13,  17, -10,  13,   0,   0,   0,   0,   0,   0, 726, 651, 773, 732, 1111, 990, 1083, 1079, ANGLE_MODE, 0, IDLE, 1, 1
29094, 30902647,   5,  -9,   3,   8,  21,  -7,   6,   4,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 298,  -3,   5,  11,  16,   7,   1,  16,   7,   0,   0,   0,   0,   0,   0, 723, 645, 778, 735, 1087, 993, 1091, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29095, 30903890,   7,  -8,   3,   8,  21,  -7,   8,   7,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 297,  -4,   5,  11, -13,  -8,  13, -13,  -8,   0,   0,   0,   0,   0,   0, 723, 631, 792, 733, 1103, 993, 1099, 1075, ANGLE_MODE, 0, IDLE, 1, 1
29172, 30904512,   7,  -7,   3,   8,  21,  -7,   8,   8,   0,   0,   0,   1,   1,  49, 1298,   0,   0,  13, 297,  -4,   4,  11, -25,   0,  16, -25,   0,   0,   0,   0,   0,   0,   0, 727, 628, 795, 729, 1103, 987, 1087, 1071, ANGLE_MODE, 0, IDLE, 1, 1
29173, 30905761,   7,  -6,   3,   8,  21,  -7,   5,  10,   0,   0,   0,   1,   1,  49, 1297,   0,   0,  13, 297,  -4,   4,  11,  -1,  16,  12,  -1,  16,   0,   0,   0,   0,   0,   0, 734, 626, 795, 722, 1079, 984, 1091, 1071, ANGLE_MODE, 0, IDLE, 1, 1
29174, 30906999,   7,  -4,   3,   8,  21,  -7,   6,  12,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -5,   3,  11,  14, -14,   8,  14, -14,   0,   0,   0,   0,   0,   0, 739, 617, 804, 716, 1099, 987, 1103, 1075, ANGLE_MODE, 0, IDLE, 1, 1
29175, 30908243,   8,  -2,   2,   9,  20,  -7,   4,  16,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -5,   1,  11, -24,  -3,  14, -24,  -3,   0,   0,   0,   0,   0,   0, 755, 607, 814, 700, 1087, 990, 1103, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29176, 30909489,   7,   0,   2,   9,  20,  -7,   1,  20,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -4,   0,  12,  -4,  18,  13,  -4,  18,   0,   0,   0,   0,   0,   0, 775, 603, 816, 681, 1091, 977, 1099, 1079, ANGLE_MODE, 0, IDLE, 1, 1
29177, 30910730,   7,   2,   1,   9,  20,  -7,  -1,  21,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -4,  -1,  13,  10, -18,  14,  10, -18,   0,   0,   0,   0,   0,   0, 783, 598, 818, 676, 1091, 980, 1115, 1079, ANGLE_MODE, 0, IDLE, 1, 1
29178, 30911973,   7,   3,   0,   9,  21,  -7,   1,  16,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -4,  -2,  13, -13, -12,  16, -13, -12,   0,   0,   0,   0,   0,   0, 774, 599, 813, 688, 1091, 971, 1083, 1079, ANGLE_MODE, 0, IDLE, 1, 1
29179, 30913218,   7,   5,  -1,   9,  21,  -7,   0,  17,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -4,  -3,  14,  -9,  23,  12,  -9,  23,   0,   0,   0,   0,   0,   0, 782, 595, 813, 683, 1091, 987, 1095, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29180, 30914461,   5,   5,  -2,   9,  21,  -7,  -4,  15,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -3,  -3,  15,  11, -16,  18,  11, -16,   0,   0,   0,   0,   0,   0, 792, 604, 800, 679, 1091, 980, 1115, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29181, 30915704,   5,   5,  -3,   9,  21,  -7,  -6,   9,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -3,  -3,  15, -12, -23,  19, -12, -23,   0,   0,   0,   0,   0,   0, 786, 618, 782, 689, 1087, 984, 1103, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29182, 30916948,   5,   6,  -3,   9,  21,  -7,  -5,   7,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -3,  -4,  16,  -5,  26,   9,  -5,  26,   0,   0,   0,   0,   0,   0, 787, 616, 781, 691, 1103, 980, 1124, 1064, ANGLE_MODE, 0, IDLE, 1, 1
29183, 30918191,   5,   8,  -4,   9,  21,  -8,  -5,  11,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -3,  -5,  16,   7, -10,  18,   7, -10,   0,   0,   0,   0,   0,   0, 798, 605, 789, 683, 1095, 984, 1124, 1071, ANGLE_MODE, 0, IDLE, 1, 1
29184, 30919435,   3,   7,  -4,   9,  21,  -8,  -7,   7,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -2,  -4,  16,  -8, -32,  23,  -8, -32,   0,   0,   0,   0,   0,   0, 799, 618, 774, 685, 1087, 977, 1119, 1068, ANGLE_MODE, 0, IDLE, 1, 1
29185, 30920679,   3,   8,  -5,   9,  21,  -8,  -8,   4,   0,   0,   0,   1,   0,  49, 1297,   0,   0,  13, 297,  -1,  -4,  16,  -2,  21,   9,  -2,  21,   0,   0,   0,   0,   0,   0, 796, 624, 765, 689, 1103, 977, 1119, 1064, ANGLE_MODE, 0, IDLE, 1, 1
