68844,44363776,2,-2,-1,4,9,9,9,3,0,0,-1,-10,0,118,1308,-2,0,50,308,-3,1,50,3,1,57,3,1,0,0,0,0,0,0,715,707,800,737,1060,1056,1128,1060,1,0,0,1,1,15,10,7,-2,0,50,30.8,1,-1,0
68848,44365014,2,-2,0,4,9,9,10,1,0,0,-1,-10,1,117,1308,-2,0,50,308,-3,1,50,-24,5,46,-24,5,0,0,0,0,0,0,708,709,799,743,1075,1064,1119,1049,1,0,0,1,1,16,8,8,-2,0,50,30.8,1,-1,0
68850,44365636,2,-2,0,4,9,9,9,1,0,0,-1,-10,1,117,1308,-2,0,50,308,-3,1,50,-11,2,43,-11,2,0,0,0,0,0,0,712,710,798,739,1064,1064,1128,1064,1,0,0,1,1,15,8,8,-2,0,50,30.8,1,-1,0
68854,44366881,1,-2,0,4,9,9,0,2,0,0,-1,-10,1,117,1308,-2,0,50,308,-2,1,50,21,-5,53,21,-5,0,0,0,0,0,0,733,726,782,718,1068,1060,1128,1064,1,0,0,1,1,5,9,8,-2,0,50,30.8,0,-1,0
68858,44368123,1,-2,0,4,9,9,-3,1,0,0,-1,-10,1,117,1308,-2,0,50,308,-2,1,50,-13,5,55,-13,5,0,0,0,0,0,0,735,735,773,716,1068,1068,1128,1053,1,0,0,1,1,2,8,8,-2,0,50,30.8,0,-1,0
68862,44369368,1,-1,-1,4,9,9,-4,5,0,0,-1,-10,1,117,1308,-2,0,50,308,-2,1,50,-13,1,43,-13,1,0,0,0,0,0,0,749,727,780,702,1060,1064,1128,1064,1,0,0,1,1,1,13,7,-2,0,50,30.8,0,-1,0
68866,44370611,1,-1,-1,4,9,9,-1,6,0,0,-1,-10,1,117,1308,-2,0,50,308,-2,1,50,15,-3,53,15,-3,0,0,0,0,0,0,744,719,788,708,1064,1053,1141,1064,1,0,0,1,1,4,14,7,-2,0,50,30.8,0,-1,0
68870,44371854,1,-2,-1,4,9,9,0,-1,0,0,-1,-10,0,117,1308,-2,0,50,308,-2,1,50,-5,5,54,-5,5,0,0,0,0,0,0,727,732,774,725,1064,1064,1128,1064,1,0,0,1,1,5,6,7,-2,0,50,30.8,0,-1,0
68874,44373098,1,-2,-1,4,9,9,0,-4,0,0,-1,-10,0,117,1308,-2,0,50,308,-2,1,50,-17,3,44,-17,3,0,0,0,0,0,0,720,738,768,732,1060,1064,1141,1060,1,0,0,1,1,5,3,7,-2,0,50,30.8,0,-1,0
68878,44374341,0,-2,-1,4,9,9,-2,-2,0,0,-1,-10,0,117,1308,-2,0,50,308,-2,1,50,14,-5,51,14,-5,0,0,0,0,0,0,731,740,766,722,1068,1064,1115,1053,1,0,0,1,1,2,5,7,-2,0,50,30.8,0,-1,0
68882,44375584,1,-2,-1,4,9,9,-2,-1,0,0,-1,-10,0,117,1308,-2,0,50,308,-2,1,50,-2,7,58,-2,7,0,0,0,0,0,0,733,736,770,720,1056,1064,1128,1060,1,0,0,1,1,3,6,7,-2,0,50,30.8,0,-1,0
68886,44376829,0,-2,-1,4,9,9,-4,-2,0,0,-1,-10,0,117,1308,-2,0,50,308,-2,1,50,-13,0,44,-13,0,0,0,0,0,0,0,736,743,763,718,1064,1064,1128,1053,1,0,0,1,1,0,5,7,-2,0,50,30.8,0,-1,0
68890,44378073,0,-2,-1,4,9,8,-4,0,0,0,-1,-10,1,116,1308,-2,0,50,308,-2,1,50,4,-3,50,4,-3,0,0,0,0,0,0,737,739,766,717,1068,1064,1128,1064,1,0,0,1,1,0,7,6,-2,0,50,30.8,0,-1,0
68894,44379315,0,-2,-1,4,9,8,-3,-1,0,0,-1,-10,1,116,1308,-2,0,49,308,-1,1,50,6,4,56,6,4,0,0,0,0,0,0,738,741,764,717,1064,1049,1124,1060,1,0,0,1,1,1,6,6,-2,0,49,30.8,-1,-1,-1
68898,44380559,0,-2,-1,4,9,8,-2,2,0,0,-1,-10,1,116,1308,-2,0,49,308,-2,1,51,-12,1,46,-12,1,0,0,0,0,0,0,740,731,773,716,1060,1060,1128,1064,1,0,0,1,1,2,9,6,-2,0,49,30.8,0,-1,-2
68902,44381802,-1,-2,-1,4,9,8,-3,1,0,0,-1,-10,1,116,1308,-2,0,49,308,-1,1,50,1,-2,48,1,-2,0,0,0,0,0,0,742,734,769,714,1071,1060,1128,1064,1,0,0,1,1,0,8,6,-2,0,49,30.8,-1,-1,-1
68906,44383046,0,-1,-1,4,9,8,0,3,0,0,-1,-10,1,116,1308,-2,0,49,308,-2,1,50,6,3,57,6,3,0,0,0,0,0,0,740,725,777,717,1068,1064,1115,1064,1,0,0,1,1,4,11,6,-2,0,49,30.8,0,-1,-1
68910,44384300,-1,-1,-1,4,9,8,-3,2,0,0,-1,-10,1,116,1308,-2,0,49,308,-1,1,50,-9,2,46,-9,2,0,0,0,0,0,0,744,734,768,713,1060,1068,1124,1053,1,0,0,1,1,0,10,6,-2,0,49,30.8,-1,-1,-1
